suite,benchmark,defect,control,method,seed,level,performance,loss,initial_loss,frame_recovered,reframe_cost,reframed,fde,candidates
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,38,L4,0.5028981115791338,2.3331718411815854,2.342636395813855,0.0,1.0,1.0,0.0005060273657206404,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,38,L4,0.9391687009483084,0.1528849721230728,2.342636395813855,1.0,1.0,1.0,0.21864132205030795,7
symbolic,symbolic_generation,generated_variable,False,Oracle,38,L4,0.9391687009483084,0.1528849721230728,2.342636395813855,1.0,1.0,1.0,0.21864132205030795,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,39,L4,0.5225299664309236,2.463956325856927,2.463956325856927,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,39,L4,0.5225299664309236,2.463956325856927,2.463956325856927,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,39,L4,0.9458434876376317,0.1543936724708194,2.463956325856927,1.0,1.0,1.0,0.21165676060335403,7
symbolic,symbolic_generation,generated_variable,False,Oracle,39,L4,0.9458434876376317,0.1543936724708194,2.463956325856927,1.0,1.0,1.0,0.21165676060335403,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,40,L4,0.4998907319442668,3.9052739896453827,3.9052739896453827,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,40,L4,0.49981145421538,3.9065125911448026,3.9052739896453827,0.0,1.0,1.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,40,L4,0.9574817604723854,0.17334305863563934,3.9052739896453827,1.0,1.0,1.0,0.2287955142640593,7
symbolic,symbolic_generation,generated_variable,False,Oracle,40,L4,0.9574817604723854,0.17334305863563934,3.9052739896453827,1.0,1.0,1.0,0.2287955142640593,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,41,L4,0.5196593889955861,2.2737233882033414,2.2737233882033414,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,41,L4,0.5110884756369315,2.353104895230906,2.2737233882033414,0.0,1.0,1.0,0.0,7
